;17/3;18/3;19/3;20/3;21/3;22/3;23/3;24/03 - com secretarias dos estados
SP;1;2;2;4;6;10;5;10
RJ;;;2;;;1;1;2
AM;;;;;;;;1
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
